;segment;time;altitude_m;mach_number;velocity_m_s;pressure_Pa;density_kg_m3;temperature_C;lift_coefficient;drag_coefficient;angle_of_attack_rad;flight_path_angle_rad;mass_kg;mass_flow_kg_s;CG_m;CG_percent;combustion_engine_throttle;battery_energy;battery_voltage;battery_voltage_under_load;battery_voltage_open_circuit;state_of_charge;rpm;etap;propeller_rpm;propeller_torque;propeller_motor_torque;propeller_power_coefficient;power_turboshaft;propeller_tip_mach;motor_torque;gas_turbine_p3;gas_turbine_t3;gas_turbine_far;disc_loading;power_loading;thrust_propeller;co_emissions_index;co2_emissions_index;nox_emissions_index;co_emissions_total;co2_emissions_total;nox_emissions_total;l_over_d;weight;lift;drag;electric_throttle;power
102;reserve_descent_5;5367,137349;1446,513503;0,265908572;88,99888889;85115,87725;1,063736646;278,7497965;0,724116454;0,048708945;0,074603854;0,016452865;17205,37749;0,086991624;9,495527766;18,34792361;0,15;0;0;0;0;0;1200;0,4;1200;903,0169785;903,0169785;0,014223908;226952,9205;0,737768607;903,0169785;6,002857094;559,7657315;0,01;5,823574035;0,026803337;1520,773911;5,999636729;3160;6,725400379;2,042429303;2500,417572;9,804810611;14,8661904;168784,7532;168258,7175;11318,21355;0;226952,9205
103;reserve_descent_5;5402,537349;1219,2;0,265206918;88,99888889;87513,02812;1,087930805;280,2267163;0,707935977;0,047697915;0,072233128;0,014345117;17201,49905;0,08915453;9,495300062;18,33801799;0,15;0;0;0;0;0;1200;0,4;1200;949,2339247;949,2339247;0,014619385;238568,5059;0,735821854;949,2339247;6,151041384;562,1364484;0,01;6,064212208;0,026551944;1583,614402;5,908967936;3160;6,823358536;2,065526633;2512,67344;9,831082072;14,84207395;168746,7057;168240,401;11335,37009;0;238568,5059
104;reserve_descent_6;5437,937349;1219,2;0,25600899;85,91222222;87513,02812;1,087930805;280,2267163;0,759581182;0,050957192;0,080075578;0,022802442;17201,49905;0,089175162;9,495300062;18,33801799;0,15;0;0;0;0;0;1200;0,4;1200;943,8995295;943,8995295;0,014537229;237227,8262;0,735821854;943,8995295;6,143015732;561,9080989;0,01;6,270081765;0,027608488;1637,375383;5,923889836;3160;6,816440055;2,065526633;2512,67344;9,831082072;14,90626054;168746,7057;168209,7807;11284,50561;0;237227,8262
105;reserve_descent_6;5473,337349;1027,880141;0,255443019;85,91222222;89572,84651;1,10861968;281,4698568;0,745357101;0,050021416;0,07798257;0,020655283;17198,02881;0,090181896;9,495096237;18,32915114;0,15;0;0;0;0;0;1200;0,4;1200;943,1430516;943,1430516;0,014254504;237037,7026;0,734195139;943,1430516;6,223272113;562,8762032;0,01;6,252440283;0,027552891;1632,768469;5,904579821;3160;6,866616859;2,086101882;2523,639401;9,854779833;14,90075964;168712,6627;168198,7448;11287,93088;0;237037,7026
106;reserve_descent_6;5508,737349;647,0633086;0,254327453;85,91222222;93790,11938;1,150698917;283,9445156;0,717920118;0,048269956;0,073948171;0,016912719;17190,91964;0,09307439;9,49467842;18,31097522;0,15;0;0;0;0;0;1200;0,4;1200;986,2697024;986,2697024;0,014361213;247876,6121;0,730988776;986,2697024;6,442097595;565,7329052;0,01;6,519917207;0,027475245;1702,617658;5,824655052;3160;7,012073495;2,127777205;2546,104394;9,90412076;14,8730221;168642,9216;168156,4775;11306,1405;0;247876,6121
107;reserve_descent_6;5544,137349;457,2;0,25377665;85,91222222;95952,1631;1,172131188;285,1784132;0,704666955;0,047443843;0,072000669;0,01502856;17187,28108;0,094513261;9,494464443;18,30166677;0,15;0;0;0;0;0;1200;0,4;1200;1002,698037;1002,698037;0,014333461;252005,5029;0,729405656;1002,698037;6,54575533;566,9817401;0,01;6,6172621;0,027428582;1728,038401;5,794367772;3160;7,081630678;2,148913401;2557,602222;9,929762043;14,85265352;168607,2274;168126,395;11319,62008;0;252005,5029
108;reserve_descent_7;5579,537349;457,2;0,182354479;61,73333333;95952,1631;1,172131188;285,1784132;1,354353615;0,139065112;0,172637304;0,120277426;17187,28108;0,116000478;9,494464443;18,30166677;0,238867448;0;0;0;0;0;1200;0,81;1200;2214,112931;2214,112931;0,031650507;556467,2734;0,729405656;2214,112931;7,859473679;593,1080629;0,01;32,30878057;0,06064793;8437,147064;4,42316026;3160;8,496919611;2,148913401;2557,602222;9,929762043;9,73898914;168607,2274;166845,1613;17131,67136;0;556467,2734
109;reserve_descent_7;5614,937349;342,9;0,182117436;61,73333333;97273,14245;1,185180732;285,92127;1,339341678;0,137437675;0,170288529;0,117928652;17183,16375;0,116689585;9,494222201;18,2911287;0,238620767;0;0;0;0;0;1200;0,81;1200;2210,156744;2210,156744;0,031246086;555472,9751;0,7284575;2210,156744;7,915799088;593,5154527;0,01;32,25603944;0,060657311;8423,374193;4,423172573;3160;8,538782156;2,167123723;2570,612998;9,964831366;9,74508394;168566,8364;166832,7425;17119,68245;0;555472,9751
110;reserve_descent_7;5650,337349;114,3;0,181646085;61,73333333;99959,43431;1,211614474;287,4070633;1,309904182;0,134301373;0,165691061;0,113331184;17174,86004;0,11806559;9,4937333;18,2698605;0,23352287;0;0;0;0;0;1200;0,81;1200;2202,5376;2202,5376;0,030459025;553558,0754;0,726572126;2202,5376;8,031954295;594,4236814;0,01;32,17684523;0,0607177;8402,693339;4,417219046;3160;8,628369136;2,203835172;2596,852722;10,03610328;9,753468257;168485,377;166805,0922;17102,13104;0;553558,0754
111;reserve_descent_7;5685,737349;0;0,181411765;61,73333333;101325;1,225;288,15;1,295472677;0,132790425;0,16344126;0,111081382;17170,66969;0,118837918;9,493486404;18,25911998;0,229622431;0;0;0;0;0;1200;0,81;1200;2200,534805;2200,534805;0,030098807;553054,7183;0,725634861;2200,534805;8,090025299;594,9249812;0,01;32,15023763;0,060722708;8395,745004;4,410246639;3160;8,67542094;2,222331171;2610,094239;10,07235738;9,755768712;168444,2696;166789,8697;17096,53792;0;553054,7183
112;hold;5685,737349;457,2;0,464889833;148,6744444;52751,5767;0,722089331;254,4969704;0,381229977;0,033049989;0,020872919;0,020872919;17170,66969;0,192745842;9,493486404;18,25911998;0,869839214;0;0;0;0;0;1200;0,83;1200;8479,564338;8479,564338;0,196761324;2131146,963;0,772122384;8479,564338;9,993779688;661,2446207;0,02;55,7211818;0,027311274;14551,08479;1,86753005;3160;13,03886816;2,222331171;2610,094239;10,07235738;11,53495037;168444,2696;167809,4788;14547,9151;0;1757922,728
113;hold;6285,737349;457,2;0,464889833;148,6744444;52751,5767;0,722089331;254,4969704;0,378354182;0,032957945;0,020479164;0,020479164;17040,70724;0,192328787;9,485768712;17,9233839;0,867905374;0;0;0;0;0;1200;0,83;1200;8457,409115;8457,409115;0,19624723;2125578,748;0,772122384;8457,409115;9,979414019;660,951782;0,02;55,56554736;0,027306337;14510,44226;1,872047126;3160;13,01671123;2,4653335;3020,775586;11,76547896;11,47990811;167169,338;166543,6137;14507,39955;0;1755777,131
114;hold;6885,737349;457,2;0,464889833;148,6744444;52751,5767;0,722089331;254,4969704;0,372620873;0,032776524;0,01969421;0,01969421;16781,6202;0,191506448;9,470026397;17,23855963;0,864093971;0;0;0;0;0;1200;0,83;1200;8413,743416;8413,743416;0,195234004;2114604,36;0,772122384;8413,743416;9,951100742;660,3746268;0,02;55,25880767;0,027296529;14430,33995;1,881039779;3160;12,97297696;2,951521979;3839,490609;15,13226213;11,36852944;164627,6942;164019,9309;14427,54155;0;1751519,043
115;hold;7485,737349;457,2;0,464889833;148,6744444;52751,5767;0,722089331;254,4969704;0,369763246;0,032687133;0,019302996;0,019302996;16652,49037;0,191101114;9,461997462;16,88928384;0,862216145;0;0;0;0;0;1200;0,83;1200;8392,229918;8392,229918;0,194734801;2109197,429;0,772122384;8392,229918;9,937151174;660,0902702;0,02;55,10768118;0,02729166;14390,87463;1,885514276;3160;12,95139843;3,194709286;4247,540883;16,80606567;11,31219576;163360,9305;162762,0631;14388,19365;0;1749407,075
