time;total_energy_consumption;power;emotor_efficiency;total_thrust;altitude_m;global_efficiency;specific_energy_consumption;co2_emissions_total;eta_propeller;battery_resistive_losses
5119,530088;11331,32;190140,181;0;563,8452061;2743,2;0,356173055;0,021107429;2134,93077;0,356173055;0,016756073
5119,530088;0;189038,5004;0;616,6843826;2743,2;0,372891297;0;2134,93077;0,372891297;0,016756073
5147,72098;11896,37;194726,4867;0;653,8286312;2590,369731;0,380798478;0,022052741;2140,673392;0,380798478;0,016756337
5204,102762;23792,76;205722,4431;0;723,3531021;2285,614012;0,393926515;0,043682745;2152,288456;0,393926515;0,016756864
5232,293654;11896,38;211153,342;0;757,0074693;2133,6;0,399638013;0,021737192;2158,160455;0,399638013;0,016757128
5232,293654;0;209765,154;0;829,1633619;2133,6;0,417035787;0;2158,160455;0,417035787;0,016757128
5277,326783;19003,69;214909,4686;0;848,7840144;1903,977766;0,41677724;0,034471301;2167,68574;0,41677724;0,016757549
5367,39304;38007,39;231100,8804;0;950,330901;1446,944509;0,429732182;0,067954556;2187,062735;0,429732182;0,016758391
5412,426169;19003,7;238919,4979;0;997,1180149;1219,2;0,434610983;0,033735544;2196,904101;0,434610983;0,016758812
5412,426169;0;237806,4131;0;1067,114901;1219,2;0,446877975;0;2196,904101;0,446877975;0,016758812
5452,290575;16822,53;243871,4113;0;1102,032911;1028,298426;0,449308062;0,029683043;2205,709112;0,449308062;0,016759184
5532,019388;33645,05;256021,0618;0;1170,614827;647,3217302;0,453420158;0,058657131;2223,556773;0,453420158;0,016759929
5571,883794;16822,53;262434,325;0;1207,947517;457,2;0,455768201;0,029154496;2232,599428;0,455768201;0,016760301
5571,883794;0;577461,2039;0;7069,621853;457,2;0,73559973;0;2232,599428;0,73559973;0,016760301
5609,131382;15718,25;577403,0218;0;7048,129212;342,9;0,733736722;0,027137993;2243,507534;0,733736722;0,016760649
5683,626558;31436,49;577773,0835;0;7011,582877;114,3;0,730055544;0,053869719;2265,480645;0,730055544;0,016761344
5720,874147;15718,25;578197,7974;0;6996,48297;0;0,728240229;0,026834441;2276,577711;0,728240229;0,016761691
5720,874147;0;1722662,793;0,970731783;14009,68334;457,2;0,834277153;0;2276,577711;0,834277153;31,7663631
6170,874147;6750771,31;1720455,129;0,970731783;13991,31559;457,2;0,834109119;10,60309852;2499,30976;0,834109119;32,03486846
7070,874147;13507389,91;1716073,539;0,970731783;13954,85627;457,2;0,833773689;18,28933601;2944,265103;0,833773689;32,20775346
7520,874147;6752314,26;1713899,92;0,970731783;13936,76728;457,2;0,833606333;8,552980969;3166,489867;0,833606333;31,78702226
