mission_phase,B_Fuel_kW,B_Eng_Air_kW,W_Bat_Power_out_kW,W_Electric_Motor_in_kW,W_Mec_Engine_out_kW,W_Mec_Hydraulic_Electric_MT_kW,W_Mec_Motor_out_kW,B_Thrust_kW,B_Eng_Gases_kW,B_Bleed_MT_kW,B_Bat_Heat_kW,B_Inverter_Heat_kW,B_Motor_Heat_kW,B_Prop_Air_kW,B_Dest_Engine_kW,B_Dest_Bat_kW,B_Dest_Inverter_kW,B_Dest_Motor_kW,B_Dest_Prop_kW,P_dissipada_Bat_kW,P_loss_Inv_kW,T0_env_K,I_bat_A,Voc_bat_V,Vload_bat_V,eta_ex_engine,eta_ex_bat,eta_ex_inverter,eta_ex_motor,eta_ex_prop
reserve_cruise,5225.566086,82.605457,14.962118,168.188420,611.794069,29.828000,163.265845,492.704970,1862.696842,1.823818,0,0,0,149.813935,2802.028814,0.031233,0.000000,4.922575,132.541009,0.031233,0.000000,539.518263,20.260099,740.043295,738.501714,0.120874,0.997917,1,0.970732,0.635699
reserve_cruise,5218.982049,82.540402,14.967185,168.188420,610.452390,29.828000,163.265845,491.474256,1859.981304,1.823818,0,0,0,149.692358,2799.436938,0.031592,0.000000,4.922575,132.551622,0.031592,0.000000,539.518263,20.375876,736.104624,734.554181,0.120773,0.997894,1,0.970732,0.635211
reserve_cruise,5215.697567,82.507907,14.969466,168.188420,609.783779,29.828000,163.265845,490.860863,1858.627104,1.823818,0,0,0,149.631477,2798.142773,0.031753,0.000000,4.922575,132.557283,0.031753,0.000000,539.518263,20.428586,734.324908,732.770550,0.120722,0.997883,1,0.970732,0.634967
reserve_descent_3,2815.247182,52.593324,0.421977,0.000000,87.670748,29.828000,0.000000,24.711733,921.125275,1.823766,0,0,0,4.780747,1827.392717,0.000017,0.421977,0.000000,58.178269,0.000017,0.421977,539.518263,0.574669,734.324908,734.295752,0.040971,0.999960,0,0.000000,0.281870
reserve_descent_3,2840.871562,53.118979,0.421977,0.000000,90.286869,29.828000,0.000000,26.250863,927.457758,1.789465,0,0,0,4.876317,1844.628448,0.000017,0.421977,0.000000,59.159689,0.000017,0.421977,540.506519,0.574673,734.319395,734.290239,0.041505,0.999960,0,0.000000,0.290750
reserve_descent_3,2906.667218,54.544372,0.421977,0.000000,93.639689,29.828000,0.000000,27.483527,944.002380,1.720727,0,0,0,5.042598,1892.020794,0.000017,0.421977,0.000000,61.113564,0.000017,0.421977,542.487081,0.574682,734.308373,734.279216,0.041695,0.999960,0,0.000000,0.293503
reserve_descent_3,2930.452437,54.959325,0.421977,0.000000,96.517858,29.828000,0.000000,29.232615,950.243550,1.686376,0,0,0,5.144445,1907.135977,0.000017,0.421977,0.000000,62.140798,0.000017,0.421977,543.476874,0.574686,734.302863,734.273706,0.042321,0.999960,0,0.000000,0.302873
reserve_descent_4,2931.652724,51.675237,0.421977,0.000000,95.958630,29.828000,0.000000,30.783460,947.573665,1.686264,0,0,0,4.998678,1908.281402,0.000017,0.421977,0.000000,60.176492,0.000017,0.421977,543.476874,0.574686,734.302863,734.273706,0.042163,0.999960,0,0.000000,0.320799
reserve_descent_4,2955.375691,52.064050,0.421977,0.000000,98.845932,29.828000,0.000000,32.540102,953.748169,1.651818,0,0,0,5.100279,1923.365821,0.000017,0.421977,0.000000,61.205552,0.000017,0.421977,544.469440,0.574691,734.297080,734.267923,0.042785,0.999960,0,0.000000,0.329200
reserve_descent_4,2999.596609,52.843680,0.421977,0.000000,104.427636,29.828000,0.000000,35.834087,964.516253,1.583128,0,0,0,5.302728,1952.085272,0.000017,0.421977,0.000000,63.290821,0.000017,0.421977,546.448837,0.574700,734.285518,734.256360,0.043983,0.999960,0,0.000000,0.343148
reserve_descent_4,3021.536868,53.233737,0.421977,0.000000,107.184438,29.828000,0.000000,37.430448,969.793809,1.548863,0,0,0,5.404528,1966.415495,0.000017,0.421977,0.000000,64.349462,0.000017,0.421977,547.436243,0.574704,734.279738,734.250580,0.044560,0.999960,0,0.000000,0.349215
reserve_descent_5,3024.481772,49.167781,0.421977,0.000000,106.479774,29.828000,0.000000,39.178135,967.038158,1.548739,0,0,0,5.227741,1968.754883,0.000017,0.421977,0.000000,62.073897,0.000017,0.421977,547.436243,0.574704,734.279738,734.250580,0.044347,0.999960,0,0.000000,0.367940
reserve_descent_5,3075.175559,50.061512,0.421977,0.000000,109.091101,29.828000,0.000000,40.108507,979.966239,1.496977,0,0,0,5.358181,2004.854754,0.000017,0.421977,0.000000,63.624413,0.000017,0.421977,548.927842,0.574711,734.270508,734.241350,0.044451,0.999960,0,0.000000,0.367661
reserve_descent_5,3142.806630,51.050705,0.421977,0.000000,117.310092,29.828000,0.000000,44.744712,997.140860,1.393936,0,0,0,5.667209,2048.184448,0.000017,0.421977,0.000000,66.898170,0.000017,0.421977,551.896996,0.574726,734.252058,734.222899,0.046069,0.999960,0,0.000000,0.381423
reserve_descent_5,3174.131914,51.544524,0.421977,0.000000,121.278933,29.828000,0.000000,46.886971,1004.524130,1.342580,0,0,0,5.822185,2068.702794,0.000017,0.421977,0.000000,68.569777,0.000017,0.421977,553.376716,0.574733,734.242837,734.213678,0.046845,0.999960,0,0.000000,0.386604
reserve_descent_6,3177.612470,48.029418,0.421977,0.000000,120.713915,29.828000,0.000000,48.271146,1002.550406,1.342488,0,0,0,5.673244,2071.207080,0.000017,0.421977,0.000000,66.769525,0.000017,0.421977,553.376716,0.574733,734.242837,734.213678,0.046670,0.999960,0,0.000000,0.399881
reserve_descent_6,3206.757919,48.478002,0.421977,0.000000,123.792595,29.828000,0.000000,49.821597,1009.406408,1.299435,0,0,0,5.799413,2090.909484,0.000017,0.421977,0.000000,68.171584,0.000017,0.421977,554.617139,0.574740,734.234677,734.205517,0.047192,0.999960,0,0.000000,0.402460
reserve_descent_6,3264.198933,49.277155,0.421977,0.000000,129.959930,29.828000,0.000000,52.870892,1023.598322,1.213498,0,0,0,6.055560,2128.876338,0.000017,0.421977,0.000000,71.033478,0.000017,0.421977,557.092836,0.574752,734.218364,734.189204,0.048224,0.999960,0,0.000000,0.406825
reserve_descent_6,3292.921129,49.664925,0.421977,0.000000,133.215393,29.828000,0.000000,54.527355,1030.769429,1.170603,0,0,0,6.187985,2147.602628,0.000017,0.421977,0.000000,72.500053,0.000017,0.421977,558.328413,0.574759,734.210211,734.181051,0.048778,0.999960,0,0.000000,0.409317
reserve_descent_7,4218.889640,28.080271,0.421977,0.000000,293.127515,29.828000,0.000000,208.969607,1321.827815,1.170137,0,0,0,6.654914,2601.016444,0.000017,0.421977,0.000000,77.502994,0.000017,0.421977,558.328413,0.574759,734.210211,734.181051,0.076044,0.999960,0,0.000000,0.712897
reserve_descent_7,4240.833689,28.242661,0.421977,0.000000,293.097981,29.828000,0.000000,208.363125,1326.568884,1.144347,0,0,0,6.693627,2618.437138,0.000017,0.421977,0.000000,78.041229,0.000017,0.421977,559.071270,0.574765,734.202596,734.173435,0.075643,0.999960,0,0.000000,0.710899
reserve_descent_7,4289.716177,28.593635,0.421977,0.000000,293.285829,29.828000,0.000000,207.339615,1337.737500,1.092760,0,0,0,6.775330,2656.365722,0.000017,0.421977,0.000000,79.170884,0.000017,0.421977,560.557063,0.574777,734.187371,734.158209,0.074824,0.999960,0,0.000000,0.706954
reserve_descent_7,4323.488437,28.817826,0.421977,0.000000,293.501420,29.828000,0.000000,206.921236,1346.524577,1.066963,0,0,0,6.818306,2681.385304,0.000017,0.421977,0.000000,79.761879,0.000017,0.421977,561.300000,0.574783,734.179762,734.150600,0.074289,0.999960,0,0.000000,0.705009
hold,7156.630848,148.611304,14.969650,168.188420,885.312228,29.828000,163.265845,724.963546,2557.746523,1.171794,0,0,0,149.841184,3831.183607,0.031766,0.000000,4.922575,173.773344,0.031766,0.000000,558.328413,20.432893,734.179762,732.625094,0.125272,0.997882,1,0.970732,0.691378
hold,7151.165206,148.548142,14.973439,168.188420,884.191586,29.828000,163.265845,723.924135,2555.445401,1.171794,0,0,0,149.769660,3829.076566,0.032035,0.000000,4.922575,173.763636,0.032035,0.000000,558.328413,20.525026,731.081839,729.521068,0.125213,0.997865,1,0.970732,0.691125
hold,7140.302979,148.422352,14.975552,168.188420,881.967429,29.828000,163.265845,721.860943,2550.874400,1.171794,0,0,0,149.627060,3824.883708,0.032208,0.000000,4.922575,173.745271,0.032208,0.000000,558.328413,20.700014,725.012050,723.456121,0.125097,0.997854,1,0.970732,0.690622
hold,7134.907262,148.359736,14.969942,168.188420,880.864069,29.828000,163.265845,720.837307,2548.604870,1.171794,0,0,0,149.556002,3822.798265,0.031787,0.000000,4.922575,173.736605,0.031787,0.000000,558.328413,20.924388,716.949464,715.430327,0.125039,0.997881,1,0.970732,0.690371
